YEAR,HEIGHTM,TOTMEMBERS,success,O2USED,HOST_FACTOR,has_deaths
2023,7460,2,0,0,Nepal,0
2023,7711,5,1,0,Nepal,0
2023,5922,5,1,0,Nepal,0
2023,6792,1,0,0,Nepal,0
2023,6759,5,0,0,Nepal,0
2023,6759,2,1,0,Nepal,0
2023,6186,6,0,0,Nepal,0
2023,7678,4,1,0,Nepal,0
2023,8485,4,0,0,Nepal,0
2023,6573,4,0,0,Nepal,0
2023,8163,27,1,1,Nepal,0
2023,8163,25,1,1,Nepal,0
2023,8163,26,1,1,Nepal,0
2023,8163,23,1,1,Nepal,0
2023,8163,3,1,1,Nepal,0
2023,8163,21,1,1,Nepal,0
2023,8163,22,1,1,Nepal,0
2023,8163,31,1,1,Nepal,0
2023,8163,13,1,1,Nepal,0
2023,8163,15,1,1,Nepal,0
2023,8163,15,1,1,Nepal,0
2023,8163,7,1,1,Nepal,0
2023,8163,14,1,1,Nepal,0
2023,8163,11,1,1,Nepal,0
2023,8163,4,1,1,Nepal,0
2023,8163,17,1,1,Nepal,0
2023,8163,7,1,1,Nepal,0
2023,8163,10,1,1,Nepal,0
2023,8163,6,1,1,Nepal,0
2023,8163,11,1,0,Nepal,0
2023,8163,3,1,1,Nepal,0
2023,7140,2,0,0,Nepal,0
2023,7140,3,0,0,Nepal,0
2023,6645,2,0,0,Nepal,0
2023,6637,3,0,0,Nepal,0
2023,7138,7,0,0,Nepal,0
2023,7138,4,0,0,Nepal,0
2023,7138,1,1,0,Nepal,0
2023,7246,5,1,0,Nepal,0
2023,7246,2,0,0,Nepal,0
2023,7246,18,1,0,Nepal,0
2023,7246,7,1,0,Nepal,0
2023,6609,4,0,0,Nepal,0
2023,7035,6,1,0,Nepal,0
2023,6664,2,0,0,Nepal,0
2023,6076,4,0,0,Nepal,0
2023,6564,4,1,0,Nepal,0
2023,6215,4,0,0,Nepal,0
2023,6938,3,0,0,Nepal,0
2023,7134,4,0,0,Nepal,0
2023,6920,8,0,0,Nepal,0
2023,6567,2,1,0,Nepal,0
2024,6814,3,1,0,Nepal,0
2024,6814,17,1,0,Nepal,0
2024,6814,15,1,0,Nepal,0
2024,6814,5,1,0,Nepal,0
2024,6814,20,1,0,Nepal,0
2024,6814,14,1,0,Nepal,0
2024,6814,10,1,0,Nepal,0
2024,6814,14,0,0,Nepal,0
2024,6814,3,0,0,Nepal,0
2024,8091,9,1,1,Nepal,0
2024,8091,17,1,1,Nepal,0
2024,8091,2,1,1,Nepal,0
2024,7152,12,1,0,Nepal,0
2024,6150,1,0,0,Nepal,0
2024,6476,2,1,0,Nepal,0
2022,8188,14,1,1,China,0
2024,8188,1,1,1,Nepal,0
2024,8167,15,0,0,Nepal,0
2024,8167,13,0,0,Nepal,0
2024,8167,2,0,0,Nepal,0
2024,8849,0,1,1,Nepal,0
2024,8849,30,1,1,Nepal,0
2024,8849,22,1,1,Nepal,1
2024,8849,14,1,1,Nepal,0
2024,8849,13,1,1,Nepal,0
2024,8849,20,1,1,Nepal,0
2024,8849,1,1,1,Nepal,0
2024,8849,28,1,1,Nepal,0
2024,8849,36,1,1,Nepal,1
2024,8849,5,1,1,Nepal,0
2024,8849,15,1,1,Nepal,0
2024,8849,9,1,1,Nepal,0
2024,8849,20,1,1,Nepal,0
2024,8849,8,1,1,Nepal,0
2024,8849,31,1,1,Nepal,0
2024,8849,11,1,1,Nepal,0
2024,8849,10,1,1,Nepal,0
2024,8849,6,1,1,Nepal,0
2024,8849,9,1,1,Nepal,0
2024,8849,8,1,1,Nepal,0
2024,8849,18,1,1,Nepal,0
2024,8849,14,1,1,Nepal,0
2024,8849,3,1,1,Nepal,0
2024,8849,3,1,1,Nepal,0
2024,8849,7,1,1,Nepal,0
2024,8849,15,1,1,Nepal,0
2024,8849,8,1,1,Nepal,0
2024,8849,9,1,1,Nepal,0
2024,8849,18,1,1,Nepal,0
2024,8849,5,1,1,Nepal,0
2024,8849,7,1,1,Nepal,0
2024,8849,10,1,1,Nepal,0
2024,8849,4,1,1,Nepal,0
2024,8849,13,1,1,Nepal,0
2024,8849,2,1,1,Nepal,1
2024,8849,11,1,1,China,0
2024,8849,5,1,1,China,0
2024,8849,7,1,1,China,0
2024,8849,1,1,1,China,0
2024,8849,32,1,1,China,0
2024,7029,2,1,0,Nepal,0
2024,7126,5,1,0,Nepal,0
2024,7126,4,0,0,Nepal,0
2024,7126,7,0,0,Nepal,0
2024,7126,2,0,0,Nepal,0
2024,6591,10,1,0,Nepal,0
2024,6518,3,0,0,Nepal,0
2024,6184,1,1,0,Nepal,0
2024,5922,4,0,0,Nepal,0
2024,8586,7,0,0,Nepal,0
2024,8586,18,1,1,Nepal,0
2024,8586,11,0,0,Nepal,0
2024,6792,2,0,0,Nepal,0
2023,6466,6,1,0,Nepal,0
2024,8516,0,1,1,Nepal,0
2024,8516,27,1,1,Nepal,0
2024,8516,22,1,1,Nepal,0
2024,8516,7,1,1,Nepal,0
2024,8516,10,1,1,Nepal,0
2024,8516,13,1,1,Nepal,0
2024,8516,4,1,1,Nepal,0
2024,8516,9,1,1,Nepal,0
2024,8516,9,1,1,Nepal,0
2024,8516,15,1,1,Nepal,1
2024,8516,13,1,1,Nepal,0
2024,8516,15,1,1,Nepal,0
2024,8516,11,1,1,Nepal,0
2024,8516,3,1,1,Nepal,0
2024,8516,2,0,1,Nepal,0
2024,6713,11,0,0,Nepal,0
2024,8485,0,1,1,Nepal,0
2024,8485,27,1,1,Nepal,0
2024,8485,11,1,1,Nepal,0
2024,8485,13,1,1,Nepal,0
2024,8485,10,1,1,Nepal,1
2024,8485,5,1,1,Nepal,0
2024,7864,5,1,1,Nepal,0
2024,6450,3,1,0,Nepal,0
2024,7138,4,0,0,Nepal,0
2024,7246,7,0,0,Nepal,0
2024,6482,2,1,0,Nepal,0
2024,7590,3,0,0,Nepal,0
